Vendor Name,Vendor Overview,Product Name,Product Description,Legal Functionality,Functionality Sub-Category,Main problem solved,Primary User Segment,Maturity Entry Level,Regions Served,AI Powered,AI Platform Type,Hosting Location,Pricing Model,Demo / Proof of Concept Available,Adoption Level,Ease of Purchase,Deployment Model,Industry Focus,Languages Supported,HQ,Office Locations,Hosting Provider,ISO Certifications,Security & Compliance Certifications,Approx. Price Range (AUD),Customer Reviews,Customer Feedback Rating,Vendor Website,Vendor Contact Details,popularity_score,google_trends_score
Emmi,"Emmi provides AI solutions specifically for the legal sector, focusing on automating conflict checks and compliance data entry.",Emmi Engine,"The Emmi Engine acts as a secure, invisible layer that pre-fills compliance data, replacing manual research and data entry with automated reasoning. It aims to eliminate administrative delays and enhance the speed of client engagement.","Compliance, Risk & Governance",,"Eliminates the lengthy administrative queue associated with conflict checks, allowing firms to engage clients faster.",Corporate legal,Advanced,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.myemmi.ai/,,41.0,78.51851851851852
Eskwai,Eskwai is a legal technology company that provides AI-powered tools to enhance legal research and streamline case analysis for lawyers and firms.,Eskwai,"Eskwai offers advanced AI features that redefine the legal research experience, providing in-depth case law analysis, legislative tracking, and intelligent answers. It helps legal professionals research efficiently, draft precisely, and review thoroughly using a comprehensive database of cases and legislation.",Legal Research & Knowledge,,Enhances legal research efficiency and streamlines case analysis.,Legal professionals,Advanced,,Yes,,,Subscription (SaaS),Yes,,,Cloud (SaaS),,,,,,,,$10K–$50K,,,https://eskwai.kwame.ai/,,42.0,5.518518518518518
EsquireTek,"EsquireTek specializes in AI-driven solutions for the legal industry, focusing on automating the discovery process.",EsquireTek Omega,"EsquireTek Omega is an AI-powered solution that fully automates the written discovery process, delivering expert-reviewed outputs in 25 days or less. It combines advanced legal AI with human oversight to ensure accuracy and efficiency.","Litigation, Disputes & Investigations",,Eliminates inefficiencies and bottlenecks in the discovery process.,Personal injury law firms,Quick Win,,Yes,,,Usage-Based / Consumption,Yes,,,Cloud (SaaS),,,,,,,HIPAA,,,,https://www.esquiretek.com,,34.0,3.1296296296296298
Eudia,"Eudia transforms legal from a cost center to a value driver with its AI-augmented intelligence platform, trusted by Fortune 500 companies.",Eudia's AI-augmented intelligence platform,"Eudia combines advanced AI with human expertise to achieve critical strategic outcomes for legal departments. The platform enhances contracting, M&A, compliance, and insights, driving measurable business outcomes.",Contracting & Document Automation,,"Eudia addresses inefficiencies in legal processes, enabling faster contracting, diligence, and compliance reviews.",Corporate legal,Enterprise-grade,,Yes,,,Custom Pricing,,,,Cloud (SaaS),,,,,,,,,,,https://www.eudia.com,,46.0,38.57407407407408
Eve,"Eve works with you for the full case lifecycle, taking care of the tasks that slow you down so you can operate at your highest potential.",Eve,"Eve is the first legal AI that you can partner with, train, and teach to handle every part of your case. It supports you from intake to litigation, allowing you to focus on building winning case strategies and strong client relationships.","Litigation, Disputes & Investigations",,"Eve automates tedious casework, allowing legal professionals to focus on more strategic tasks and improve efficiency.",Corporate legal,Advanced,,Yes,,,,,,,Cloud (SaaS),,,,,,,,,,,https://www.eve.legal/,,40.5,11.944444444444445
EvenUp,"EvenUp provides a Claims Intelligence Platform™ designed specifically for personal injury firms, leveraging AI to enhance case management and settlement processes.",Claims Intelligence Platform™,"The Claims Intelligence Platform™ offers a comprehensive solution for personal injury cases, integrating AI to streamline processes from intake to resolution. It helps firms prioritize high-value opportunities, monitor treatment progress, and generate tailored demand letters efficiently.","Litigation, Disputes & Investigations",,Enhances case management and accelerates settlement processes for personal injury firms.,Personal injury firms,Advanced,,Yes,Claims Intelligence,,,,,,Cloud (SaaS),,,,,,,SOC2,,,,https://www.evenuplaw.com/,,41.5,30.48148148148148
Evisort,Evisort empowers enterprises and growing companies alike to transform their businesses with AI-powered Contract Lifecycle Management and Analysis software.,Evisort,"Evisort delivers a complete, AI-native platform for end-to-end contract lifecycle management, including the first large language model built specifically for contracts. It combines document generation capabilities, workflows, and AI in a user-friendly interface.",Contracting & Document Automation,,"Evisort helps businesses manage contracts effectively by identifying risks, tracking obligations, and enhancing financial opportunities.",Corporate legal,Advanced,,Yes,Large Language Model,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.evisort.com,,41.5,40.0925925925926
Fern AI,Fern AI provides artificial intelligence (AI) solutions for professionals in employment law. The company offers both software and consulting services to help legal teams optimize their operations.,Fern Research CoPilot,"Fern Research CoPilot delivers authoritative answers to employment law questions quickly, tailored to specific jurisdictions and priorities. It simplifies the AI search experience by allowing users to ask questions in natural language.",Legal Research & Knowledge,,"Automates legal research and contract analysis, helping legal teams navigate employment law complexities efficiently.",Corporate legal,Advanced,,Yes,,,,,,,Cloud (SaaS),,,,,,,,,,,https://www.fernlabs.ai/,,40.5,42.37037037037037
Filevine,Filevine empowers law firms with AI-powered legal practice management solutions that enhance efficiency and streamline workflows.,Filevine,"Filevine offers a comprehensive case management software designed specifically for legal professionals. It integrates AI capabilities to assist with document management, time tracking, and lead management, allowing law firms to optimize their operations.","Matter, Workflow & Intake Management",,Reduces redundant tasks and enhances efficiency in legal practice management.,Corporate legal,Advanced,,Yes,AI Legal Assistant,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.filevine.com/,,41.5,39.61111111111112
Finch,"Finch is the world’s first AI-powered pre-litigation team, designed to streamline the personal injury claims process.",Finch,"Finch automates the pre-litigation process for personal injury firms, allowing them to handle cases from intake through demand efficiently. The platform utilizes AI tools and expert paralegals to enhance case management and client interaction.","Litigation, Disputes & Investigations",,Reduces administrative workload and speeds up the pre-litigation process for personal injury firms.,Corporate legal,Advanced,,Yes,,,Custom Pricing,,,,Cloud (SaaS),,"English, Spanish",,,,,SOC 2,,,,https://www.finchlegal.com/,,42.0,81.48148148148148
Fireflies.ai,"Fireflies.ai is a leading AI notetaker that automates the process of taking notes, transcribing, summarizing, and analyzing team conversations across various video conferencing platforms.",Fireflies.ai,"Fireflies.ai provides high-quality meeting transcription and recording services, enabling users to capture detailed notes, action items, and customized summaries instantly after meetings. It supports multiple languages and offers features like speaker recognition and AI-powered search.","Compliance, Risk & Governance",,"Automates note-taking and transcription for meetings, enhancing productivity and organization.",Corporate legal,Enterprise-grade,,Yes,,,Custom Pricing,Yes,,,Cloud (SaaS),,100+ Languages,,,,,"SOC 2, GDPR",,,,https://fireflies.ai/,,47.5,37.53703703703704
FirmPilot,FirmPilot is a data-driven marketing platform designed to help law firms attract better clients through hyper-personalized AI solutions.,FirmPilot,"FirmPilot offers a comprehensive marketing solution that combines AI with market analysis data to enhance law firms' online visibility. It automates content creation, SEO optimization, and ad management to drive qualified leads.",Legal Operations & Analytics,,Helps law firms improve their online presence and attract more qualified clients.,Corporate legal,Advanced,,Yes,"Legal database with cases, legislation, legal news",,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.firmpilot.com,,41.5,2.2962962962962963
FirmProfit,"FirmProfit transforms law firm operations with AI-powered workflows, aiming to cut costs and boost profitability.",FirmProfit AI,"FirmProfit AI automates legal workflows, particularly court notice filings, saving time and reducing errors. It provides real-time insights and enhances visibility across all cases.","Matter, Workflow & Intake Management",,"Automates manual tasks related to court notice filings, reducing the risk of errors and compliance issues.",Corporate legal,Quick Win,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://firmprofit.ai/,,33.0,1.851851851851852
FirstRead,FirstRead is an AI legal associate designed to manage all legal tasks efficiently.,FirstRead,FirstRead is an AI associate that helps scale legal practices by managing tasks from start to finish. It aims to enhance productivity and streamline legal processes.,AI Legal Assistants & Productivity Tools,,,,,,Yes,,,,,,,,,,,,,,,,,,https://first-read.com/,,18.5,0.0
Flank,"Flank autonomously executes enterprise legal workflows like triage, routing, drafting, redlining, negotiation, review, and Q&A.",Flank,"Flank is an autonomous enterprise legal system that resolves legal requests on its own, safely and under supervision. It integrates with existing tools to handle tasks such as drafting documents, reviewing contracts, and managing legal inquiries.",Contracting & Document Automation,,Clearing legal backlogs without adding headcount.,Corporate legal,Enterprise-grade,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,"SOC2, GDPR",,,,https://www.flank.ai/,,46.5,54.5
Fledger,Fledger automates and streamlines legal workflows with a focus on data security and compliance. It offers a transparent AI solution that helps legal professionals find valuable insights.,Fledger,Fledger is designed to elevate legal practices by providing access to a comprehensive database of legal cases and optimizing legal workflows. It allows firms to customize solutions to fit their unique processes while ensuring data security and ownership.,Legal Operations & Analytics,,Streamlining legal workflows and optimizing processes while ensuring data security.,Corporate legal,Advanced,Globally,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.fledger.ai/,,51.5,2.4074074074074074
